# Darya core lexicon - part 3 (rest of band 2 + representative bands 3–5 for assessment)
# rank|dari|translit|pos|register|glossEn|exampleDari|exampleTranslit|exampleEn|tags|variants
234|ماندن|māndan|verb|neutral|to stay, to remain|امشب در خانه می‌مانم.|emshab dar khāna mēmānam.|Tonight I am staying home.|Actions & Movement|می‌مانم,می‌ماند,ماندم,ماند,بمان
235|کارمند|kārmand|noun|neutral|employee, worker|او کارمند دولت است.|ō kārmand-e dawlat ast.|He is a government employee.|Work & Business|
236|دهقان|dehqān|noun|neutral|farmer|دهقان در زمین کار می‌کند.|dehqān dar zamīn kār mēkunad.|The farmer works in the field.|Abstract Concepts|
237|زمین|zamīn|noun|neutral|land, ground, earth|زمین ما خورد است.|zamīn-e mā khurd ast.|Our land is small.|Nature & Environment|
238|قلم|qalam|noun|neutral|pen|با قلم می‌نویسم.|bā qalam mēnewīsam.|I write with a pen.|Abstract Concepts|
239|کاغذ|kāghaz|noun|neutral|paper|روی کاغذ بنویس.|rō-ye kāghaz benewīs.|Write on the paper.|Materials & Substances|
240|عکس|aks|noun|neutral|photo, picture|از کوه عکس گرفتم.|az kōh aks gereftam.|I took a photo of the mountain.|Arts & Entertainment|
241|باریدن|bārīdan|verb|neutral|to rain, to snow (fall from sky)|در بهار باران می‌بارد.|dar bahār bārān mēbārad.|In spring it rains.|Nature & Environment|می‌بارد,بارید,می‌بارید
# --- band 3 representatives (ranks 251–500) ---
260|دولت|dawlat|noun|neutral|government, state|دولت مکتب نو ساخت.|dawlat maktab-e naw sākht.|The government built a new school.|Society & Politics|
270|صلح|sulh|noun|neutral|peace|مردم صلح می‌خواهند.|mardum sulh mēkhāhand.|The people want peace.|Emotions & Feelings|
280|جنگ|jang|noun|neutral|war|جنگ خانه‌ها را خراب کرد.|jang khāna-hā rā kharāb kard.|The war destroyed the houses.|Society & Politics|
290|خبر|khabar|noun|neutral|news|خبرهای امروز را شنیدی؟|khabar-hā-ye emrōz rā shunīdī?|Did you hear today's news?|Communication & Media|خبرها
300|سفر|safar|noun|neutral|trip, journey|سفر ما سه روز بود.|safar-e mā se rōz būd.|Our trip was three days.|Travel & Transportation|
310|موسیقی|mūsīqī|noun|neutral|music|موسیقی افغانی گوش می‌کنم.|mūsīqī-ye afghānī gōsh mēkunam.|I listen to Afghan music.|Arts & Entertainment|
320|رباب|rubāb|noun|neutral|rubab (Afghan lute)|رباب ساز ملی افغانستان است.|rubāb sāz-e mellī-ye afghānestān ast.|The rubab is Afghanistan's national instrument.|Abstract Concepts|
330|بزکشی|buzkashī|noun|neutral|buzkashi (national horse sport)|بزکشی در زمستان بازی می‌شود.|buzkashī dar zemestān bāzī mēshawad.|Buzkashi is played in winter.|Arts & Entertainment|
340|عید|ēd|noun|neutral|Eid, festival|عید شما مبارک!|ēd-e shumā mubārak!|Happy Eid!|Abstract Concepts|
350|مبارک|mubārak|adjective|neutral|blessed, congratulations|سال نو مبارک باشد!|sāl-e naw mubārak bāshad!|Happy New Year!|Descriptions & Qualities|
360|نوروز|nawrōz|noun|neutral|Nawroz (New Year, 21 March)|نوروز اول بهار است.|nawrōz awal-e bahār ast.|Nawroz is the first day of spring.|Time & Calendar|
370|جشن|jashn|noun|neutral|celebration, festival|جشن عروسی کلان بود.|jashn-e arōsī kalān būd.|The wedding celebration was big.|Abstract Concepts|
380|عروسی|arōsī|noun|neutral|wedding|به عروسی کاکایم رفتیم.|ba arōsī-ye kākāyam raftēm.|We went to my uncle's wedding.|Family & Relationships|
390|همسایه|hamsāya|noun|neutral|neighbor|همسایه ما مهربان است.|hamsāya-ye mā mehrabān ast.|Our neighbor is kind.|Abstract Concepts|
400|مهربان|mehrabān|adjective|neutral|kind|مادرکلانم بسیار مهربان است.|mādarkalānam besyār mehrabān ast.|My grandmother is very kind.|Descriptions & Qualities|
410|جوان|jawān|adjective|neutral|young|مرد جوان کار می‌خواهد.|mard-e jawān kār mēkhāhad.|The young man wants work.|Descriptions & Qualities|
420|پیر|pīr|adjective|neutral|old (of people)|پدرکلانم پیر شده است.|padarkalānam pīr shuda ast.|My grandfather has grown old.|People & Identity|
430|قدیمی|qadīmī|adjective|neutral|ancient, old|هرات شهر قدیمی است.|herāt shahr-e qadīmī ast.|Herat is an ancient city.|Descriptions & Qualities|
440|ولایت|welāyat|noun|neutral|province|افغانستان سی و چهار ولایت دارد.|afghānestān sī-o-chār welāyat dārad.|Afghanistan has thirty-four provinces.|Abstract Concepts|
450|پروان|parwān|noun|neutral|Parwan (province)|پروان نزدیک کابل است.|parwān nazdīk-e kābul ast.|Parwan is near Kabul.|Abstract Concepts|
460|مریض|marīz|adjective|neutral|sick, ill|بچه مریض است.|bacha marīz ast.|The child is sick.|Health & Medicine|
470|دوا|dawā|noun|neutral|medicine|دوا را از دواخانه گرفتم.|dawā rā az dawākhāna gereftam.|I got the medicine from the pharmacy.|Health & Medicine|دواخانه
480|زور|zōr|noun|spoken|strength, force|این کار زور می‌خواهد.|īn kār zōr mēkhāhad.|This work needs strength.|Abstract Concepts|
490|خراب|kharāb|adjective|neutral|broken, ruined, bad|موتر ما خراب شد.|mōtar-e mā kharāb shud.|Our car broke down.|Descriptions & Qualities|
# --- band 4 representatives (ranks 501–800) ---
520|تاریخ|tārīkh|noun|neutral|history; date|تاریخ افغانستان طولانی است.|tārīkh-e afghānestān tūlānī ast.|Afghanistan's history is long.|Time & Calendar|
550|فرهنگ|farhang|noun|neutral|culture|فرهنگ ما غنی است.|farhang-e mā ghanī ast.|Our culture is rich.|Arts & Entertainment|
580|شعر|she'r|noun|neutral|poem, poetry|شعر حافظ را می‌خوانم.|she'r-e hāfez rā mēkhānam.|I read Hafez's poetry.|Arts & Entertainment|
610|شاعر|shā'er|noun|neutral|poet|مولانا شاعر کلان است.|mawlānā shā'er-e kalān ast.|Rumi is a great poet.|Arts & Entertainment|
640|آزادی|āzādī|noun|neutral|freedom|آزادی قیمت دارد.|āzādī qīmat dārad.|Freedom has a price.|Abstract Concepts|
670|اقتصاد|eqtesād|noun|neutral|economy|اقتصاد کشور رشد می‌کند.|eqtesād-e keshwar rushd mēkunad.|The country's economy is growing.|Money & Finance|
700|سیاست|siyāsat|noun|neutral|politics|در باره سیاست گپ نمی‌زنیم.|dar bāra-ye siyāsat gap namēzanēm.|We do not talk about politics.|Society & Politics|
730|جامعه|jāme'a|noun|formal|society|جامعه ما تغییر می‌کند.|jāme'a-ye mā taghyīr mēkunad.|Our society is changing.|Society & Politics|
760|قانون|qānūn|noun|neutral|law|قانون برای همه است.|qānūn barāye hama ast.|The law is for everyone.|Society & Politics|
790|تجارت|tejārat|noun|neutral|trade, business|کاکایم تجارت می‌کند.|kākāyam tejārat mēkunad.|My uncle does business.|Work & Business|
# --- band 5 representatives (ranks 801–1200) ---
850|ادبیات|adabiyāt|noun|formal|literature|ادبیات دری غنی است.|adabiyāt-e darī ghanī ast.|Dari literature is rich.|Abstract Concepts|
900|میراث|mīrās|noun|formal|heritage, legacy|این بنا میراث تاریخی است.|īn banā mīrās-e tārīkhī ast.|This building is a historical heritage.|Abstract Concepts|
950|فلسفه|falsafa|noun|formal|philosophy|فلسفه را دوست دارد.|falsafa rā dōst dārad.|He likes philosophy.|Abstract Concepts|
1000|ترجمه|tarjuma|noun|neutral|translation|ترجمه این شعر سخت است.|tarjuma-ye īn she'r sakht ast.|Translating this poem is hard.|Abstract Concepts|
1050|اصطلاح|estelāh|noun|formal|idiom, term|این اصطلاح دری است.|īn estelāh darī ast.|This is a Dari idiom.|Abstract Concepts|
1100|تمدن|tamaddun|noun|formal|civilization|بلخ مرکز تمدن قدیم بود.|balkh markaz-e tamaddun-e qadīm būd.|Balkh was a center of ancient civilization.|Abstract Concepts|
1150|استقلال|esteqlāl|noun|formal|independence|روز استقلال جشن است.|rōz-e esteqlāl jashn ast.|Independence day is a celebration.|Abstract Concepts|
1200|انکشاف|enkeshāf|noun|formal|development|انکشاف کشور مهم است.|enkeshāf-e keshwar muhem ast.|The country's development is important.|Abstract Concepts|
