# Darya core lexicon - A2 batch (AI scripted)
# rank|dari|translit|pos|register|glossEn|exampleDari|exampleTranslit|exampleEn|tags|variants
529|کوچه|kōcha|noun|neutral|street/alley|ما در این کوچه زندگی می‌کنیم.|mā dar īn kōcha zindagī mēkunēm.|We live in this alley.|Travel & Transportation|
530|چهارراهی|chahār-rāhī|noun|neutral|intersection/square|در چهارراهی ترافیک است.|dar chahār-rāhī tarāfīk ast.|There is traffic at the intersection.|Colors & Shapes|
531|پیاده‌رو|piyāda-raw|noun|neutral|sidewalk|از پیاده‌رو بروید.|az piyāda-raw birawēd.|Walk on the sidewalk.|Abstract Concepts|
532|ساختمان|sākhtamān|noun|neutral|building|این ساختمان نو است.|īn sākhtamān naw ast.|This building is new.|Home & Furniture|
533|تعمیر|ta'mīr|noun|neutral|building (structure)|تعمیر مکتب بزرگ است.|ta'mīr-i maktab buzurg ast.|The school building is large.|Home & Furniture|
534|مارکیت|mārkīt|noun|neutral|market/shopping center|برای سودا به مارکیت رفتیم.|barāyi sawdā ba mārkīt raftēm.|We went to the market for shopping.|Work & Business|
535|شاروالی|shārwālī|noun|neutral|municipality|شاروالی کثافات را انتقال داد.|shārwālī kasāfāt rā intiqāl dād.|The municipality transported the garbage.|Abstract Concepts|
536|کلینیک|kilīnīk|noun|neutral|clinic|کلینیک دندان باز است.|kilīnīk-i dandān bāz ast.|The dental clinic is open.|Abstract Concepts|
537|پارک|pārk|noun|neutral|park|اطفال در پارک بازی می‌کنند.|atfāl dar pārk bāzī mēkunand.|Children are playing in the park.|Abstract Concepts|
538|سینما|sīnamā|noun|neutral|cinema|ما به سینما رفتیم.|mā ba sīnamā raftēm.|We went to the cinema.|Abstract Concepts|
539|هوتل|hōtal|noun|neutral|hotel/restaurant|در هوتل چای خوردیم.|dar hōtal chāy khurdēm.|We had tea at the restaurant.|Travel & Transportation|
540|رستورانت|rastūrānt|noun|neutral|restaurant|رستورانت غذای مزه‌دار دارد.|rastūrānt ghazā-yi maza-dār dārad.|The restaurant has delicious food.|Abstract Concepts|
541|بانک|bānk|noun|neutral|bank|برای گرفتن پیسه به بانک رفتم.|barāyi giriftan-i paysa ba bānk raftam.|I went to the bank to get money.|Money & Finance|
542|پوسته خانه|pōsta khāna|noun|neutral|post office|پوسته خانه بسته است.|pōsta khāna basta ast.|The post office is closed.|Work & Business|
543|ماموریت|māmūriyat|noun|neutral|police station/precinct|به ماموریت پولیس زنگ زدم.|ba māmūriyat-i pōlīs zang zadam.|I called the police station.|Travel & Transportation|
544|استدیوم|stadyōm|noun|neutral|stadium|مسابقه در استدیوم است.|musābiqa dar stadyōm ast.|The match is in the stadium.|Abstract Concepts|
545|میدان|maydān|noun|neutral|field/square|میدان فوتبال سبز است.|maydān-i fūtbāl sabz ast.|The football field is green.|Colors & Shapes|
546|پل|pul|noun|neutral|bridge|موترها از بالای پل تیر می‌شوند.|mōtar-hā az bālā-yi pul tēr mēshawand.|Cars pass over the bridge.|Abstract Concepts|
547|تونل|tōnal|noun|neutral|tunnel|تونل سالنگ سرد است.|tōnal-i sālang sard ast.|The Salang tunnel is cold.|Abstract Concepts|
548|کتابخانه|kitābkhāna|noun|neutral|library|در کتابخانه مطالعه می‌کنم.|dar kitābkhāna mutāla'a mēkunam.|I study in the library.|Abstract Concepts|
549|موزیم|mōziyam|noun|neutral|museum|موزیم آثار تاریخی دارد.|mōziyam āsār-i tārīkhī dārad.|The museum has historical artifacts.|Abstract Concepts|
550|زیارت|ziyārat|noun|neutral|shrine|مردم به زیارت می‌روند.|mardum ba ziyārat mērawand.|People go to the shrine.|Abstract Concepts|
551|قبرستان|qabristān|noun|neutral|graveyard|قبرستان در بیرون شار است.|qabristān dar bērūn-i shār ast.|The graveyard is outside the city.|Abstract Concepts|
552|تکسی|taksī|noun|neutral|taxi|با تکسی به خانه رفتم.|bā taksī ba khāna raftam.|I went home by taxi.|Abstract Concepts|
553|سرویس|sarwēs|noun|neutral|bus|سرویس پر از آدم بود.|sarwēs pur az ādam būd.|The bus was full of people.|Travel & Transportation|
554|ملی بس|millī bas|noun|neutral|city bus|ملی بس ایستاد شد.|millī bas ēstād shud.|The city bus stopped.|Travel & Transportation|
555|مینی بس|mīnī bas|noun|neutral|minibus|مینی بس به مزار می‌رود.|mīnī bas ba mazār mērawad.|The minibus goes to Mazar.|Abstract Concepts|
556|موترسایکل|mōtarsāykal|noun|neutral|motorcycle|موترسایکل بسیار تیز است.|mōtarsāykal bisyār tēz ast.|The motorcycle is very fast.|Abstract Concepts|
557|طیاره|tayāra|noun|neutral|airplane|طیاره در هوا پرواز می‌کند.|tayāra dar hawā parwāz mēkunad.|The airplane flies in the air.|Abstract Concepts|
558|هلیکوپتر|hilīkōptar|noun|neutral|helicopter|هلیکوپتر نشست کرد.|hilīkōptar nishast kard.|The helicopter landed.|Abstract Concepts|
559|ریل|rēl|noun|neutral|train|در افغانستان ریل کم است.|dar afghānistān rēl kam ast.|There are few trains in Afghanistan.|Travel & Transportation|
560|کشتی|kishtī|noun|neutral|ship/boat|کشتی در دریا روان است.|kishtī dar daryā rawān ast.|The ship is moving in the river.|Travel & Transportation|
561|قایق|qāyiq|noun|neutral|boat|ماهیگیر در قایق است.|māhīgīr dar qāyiq ast.|The fisherman is in the boat.|Travel & Transportation|
562|کراچی|karāchī|noun|neutral|cart|بارها را در کراچی انداختیم.|bār-hā rā dar karāchī andākhtēm.|We put the loads in the cart.|Abstract Concepts|
563|زرنج|zaranj|noun|neutral|auto-rickshaw|با زرنج به بازار رفتیم.|bā zaranj ba bāzār raftēm.|We went to the bazaar by auto-rickshaw.|Abstract Concepts|
564|ریکشا|rēkshā|noun|neutral|rickshaw|ریکشا ارزان است.|rēkshā arzān ast.|The rickshaw is cheap.|Abstract Concepts|
565|لاری|lārī|noun|neutral|truck|لاری بار می‌برد.|lārī bār mēburad.|The truck carries loads.|Abstract Concepts|
566|باربری|bār-barī|noun|neutral|freight/cargo transport|موتر باربری کلان است.|mōtar-i bār-barī kalān ast.|The cargo truck is big.|Abstract Concepts|
567|تانک تیل|tānk-i tēl|noun|neutral|gas station|در تانک تیل، تیل انداختم.|dar tānk-i tēl, tēl andākhtam.|I put gas at the gas station.|Travel & Transportation|
568|پرزه|purza|noun|neutral|spare part|پرزه موتر خراب شد.|purza-i mōtar kharāb shud.|The car's spare part broke.|Abstract Concepts|
569|تایر|tāyar|noun|neutral|tire|تایر موتر پنچر شد.|tāyar-i mōtar panchar shud.|The car tire got punctured.|Abstract Concepts|
570|اشترنگ|ishtirang|noun|neutral|steering wheel|اشترنگ دست راست است.|ishtirang dast-i rāst ast.|The steering wheel is on the right.|Abstract Concepts|
571|بریک|brēk|noun|neutral|brake|بریک را محکم بگیر.|brēk rā muhkam bigīr.|Hold the brake firmly.|Abstract Concepts|
572|هارن|hāran|noun|neutral|horn|او زیاد هارن می‌زند.|ō ziyād hāran mēzanad.|He honks the horn a lot.|Abstract Concepts|
573|سیط|sēt|noun|neutral|seat|در سیط پیشرو بشین.|dar sēt-i pēsh-raw bishīn.|Sit in the front seat.|Abstract Concepts|
574|کرایه|kirāya|noun|neutral|fare/rent|کرایه موتر چند است؟|kirāya-i mōtar chand ast?|How much is the car fare?|Abstract Concepts|
575|تکت|tikat|noun|neutral|ticket|تکت طیاره را گرفتم.|tikat-i tayāra rā giriftam.|I got the airplane ticket.|Travel & Transportation|
576|مسافر|musāfir|noun|neutral|traveler/passenger|مسافرین خسته هستند.|musāfirīn khasta hastand.|The passengers are tired.|Abstract Concepts|
577|دریوری|draywarī|noun|neutral|driving|دریوری در زمستان سخت است.|draywarī dar zamistān sakht ast.|Driving in winter is hard.|Abstract Concepts|
578|ترافیک|tarāfīk|noun|neutral|traffic/traffic police|ترافیک راه را باز کرد.|tarāfīk rāh rā bāz kard.|The traffic police opened the road.|Law & Justice|
579|لیسنس|lēsans|noun|neutral|driver's license|من لیسنس دریوری دارم.|man lēsans-i draywarī dāram.|I have a driver's license.|Abstract Concepts|
580|سیاحت|sayāhat|noun|neutral|tourism/sightseeing|برای سیاحت به بامیان رفتیم.|barāyi sayāhat ba bāmiyān raftēm.|We went to Bamiyan for sightseeing.|Abstract Concepts|
581|رخصتی|rukhsatī|noun|neutral|holiday/vacation|روز جمعه رخصتی است.|rōz-i jum'a rukhsatī ast.|Friday is a holiday.|Abstract Concepts|
582|ویزه|wīza|noun|neutral|visa|من ویزه دوبی را گرفتم.|man wīza-i dubay rā giriftam.|I got a Dubai visa.|Abstract Concepts|
583|پاسپورت|pāspōrt|noun|neutral|passport|پاسپورت من گم شد.|pāspōrt-i man gum shud.|My passport got lost.|Travel & Transportation|
584|سرحد|sarhad|noun|neutral|border|سرحد بسته است.|sarhad basta ast.|The border is closed.|Abstract Concepts|
585|گمرک|gumruk|noun|neutral|customs|مال‌ها در گمرک ماند.|māl-hā dar gumruk mānd.|The goods remained at customs.|Abstract Concepts|
586|میدان هوایی|maydān-i hawāī|noun|neutral|airport|به میدان هوایی رفتم.|ba maydān-i hawāī raftam.|I went to the airport.|Travel & Transportation|
587|پرواز|parwāz|noun|neutral|flight|پرواز ناوقت شد.|parwāz nāwaqt shud.|The flight was delayed.|Travel & Transportation|
588|بکس|baks|noun|neutral|suitcase/bag|بکس من سنگین است.|baks-i man sangīn ast.|My suitcase is heavy.|Abstract Concepts|
589|خریطه|kharīta|noun|neutral|bag/sack|خریطه پلاستیکی نگیر.|kharīta-i plāstīkī nagīr.|Do not take a plastic bag.|Abstract Concepts|
590|سامان|sāmān|noun|neutral|luggage/equipment|سامان خود را بردار.|sāmān-i khud rā bardār.|Pick up your luggage.|Abstract Concepts|
591|مهمانخانه|mihmān-khāna|noun|neutral|guesthouse/living room|مهمان‌ها در مهمانخانه نشستند.|mihmān-hā dar mihmān-khāna nishastand.|The guests sat in the guesthouse.|Home & Furniture|
592|راهنما|rāhnumā|noun|neutral|guide|ما یک راهنما کار داریم.|mā yak rāhnumā kār dārēm.|We need a guide.|Abstract Concepts|
593|نقشه|naqsha|noun|neutral|map|نقشه کابل را ببین.|naqsha-i kābul rā bibīn.|Look at the map of Kabul.|Travel & Transportation|
594|قطب‌نما|qutb-numā|noun|neutral|compass|قطب‌نما جهت را نشان می‌دهد.|qutb-numā jahat rā nishān mēdihad.|The compass shows the direction.|Abstract Concepts|
595|خیمه|khayma|noun|neutral|tent|در کوه خیمه زدیم.|dar kōh khayma zadēm.|We pitched a tent in the mountain.|Abstract Concepts|
596|کمپ|kamp|noun|neutral|camp|ما در کمپ استیم.|mā dar kamp astēm.|We are in the camp.|Abstract Concepts|
597|کوهنوردی|kōh-nawardī|noun|neutral|mountaineering/hiking|من کوهنوردی را خوش دارم.|man kōh-nawardī rā khush dāram.|I like mountaineering.|Abstract Concepts|
598|منظره|manzara|noun|neutral|view/scenery|منظره بند امیر زیبا است.|manzara-i band-i amīr zēbā ast.|The scenery of Band-e-Amir is beautiful.|Abstract Concepts|
599|چکر|chakar|noun|neutral|stroll/trip|برای چکر رفتیم.|barāyi chakar raftēm.|We went for a stroll.|Travel & Transportation|
600|تفریح|tafrēh|noun|neutral|recreation/break|وقت تفریح است.|waqt-i tafrēh ast.|It is time for a break.|Abstract Concepts|
601|کمره|kamra|noun|neutral|camera|کمره عکاسی نو خریدم.|kamra-i akkāsī-i naw kharīdam.|I bought a new camera.|Abstract Concepts|
602|یادگاری|yādgārī|noun|neutral|souvenir/memorial|یک عکس یادگاری گرفتیم.|yak aks-i yādgārī giriftēm.|We took a souvenir photo.|Abstract Concepts|
603|سوغات|sawghāt|noun|neutral|souvenir/gift|از هرات سوغات آوردم.|az hirāt sawghāt āwardam.|I brought a souvenir from Herat.|Abstract Concepts|
604|خارجی|khārijī|noun|neutral|foreigner/foreign|او یک خارجی است.|ō yak khārijī ast.|He is a foreigner.|Abstract Concepts|
605|داخلی|dākhilī|noun|neutral|domestic/internal|پرواز داخلی ارزان است.|parwāz-i dākhilī arzān ast.|The domestic flight is cheap.|Abstract Concepts|
606|ویزیت|wīzīt|noun|neutral|visit/appointment|من پیش داکتر ویزیت دارم.|man pēsh-i dāktar wīzīt dāram.|I have an appointment with the doctor.|Travel & Transportation|
607|طرف|taraf|noun|neutral|direction/side|به این طرف بیا.|ba īn taraf biyā.|Come to this side.|Abstract Concepts|
608|دست راست|dast-i rāst|noun|neutral|right side|طرف دست راست دور بخور.|taraf-i dast-i rāst dōr bukhur.|Turn to the right side.|Law & Justice|
609|دست چپ|dast-i chap|noun|neutral|left side|شفاخانه دست چپ است.|shifākhāna dast-i chap ast.|The hospital is on the left side.|Abstract Concepts|
610|مستقیم|mustaqīm|noun|neutral|straight|مستقیم برو.|mustaqīm biraw.|Go straight.|Abstract Concepts|
611|پیشرو|pēsh-raw|noun|neutral|front/ahead|پیشرو سیل کن.|pēsh-raw sayl ku.|Look ahead.|Abstract Concepts|
612|پشت سر|pusht-i sar|noun|neutral|behind/back|کتاب پشت سر تو است.|kitāb pusht-i sar-i tu ast.|The book is behind you.|Body & Anatomy|
613|پایین|pāyīn|noun|neutral|down/below|از زینه پایین بیا.|az zīna pāyīn biyā.|Come down the stairs.|Abstract Concepts|
614|شمال|shamāl|noun|neutral|north|مزار در شمال افغانستان است.|mazār dar shamāl-i afghānistān ast.|Mazar is in the north of Afghanistan.|Geography & Places|
615|جنوب|junūb|noun|neutral|south|قندهار در جنوب است.|qandahār dar junūb ast.|Kandahar is in the south.|Geography & Places|
616|شرق|sharq|noun|neutral|east|آفتاب از شرق برمی‌خیزد.|āftāb az sharq bar-mēkhēzad.|The sun rises from the east.|Geography & Places|
617|غرب|gharb|noun|neutral|west|هرات در غرب است.|hirāt dar gharb ast.|Herat is in the west.|Geography & Places|
618|مابین|mābēn|noun|neutral|between/middle|میز در مابین اتاق است.|mēz dar mābēn-i utāq ast.|The table is in the middle of the room.|Abstract Concepts|
619|کنج|kunj|noun|neutral|corner|چوکی را در کنج بمان.|chawkī rā dar kunj bimān.|Put the chair in the corner.|Abstract Concepts|
620|دور خوردن|dōr khurdan|verb|neutral|to turn|در چهارراهی دور بخورید.|dar chahār-rāhī dōr bukhurēd.|Turn at the intersection.|Actions & Movement|خور (khur)
621|گذشتن|guzashtan|verb|neutral|to pass/cross|از سرک گذشتم.|az sarak guzashtam.|I crossed the street.|Actions & Movement|گذر (guzar)
622|آدرس|ādras|noun|neutral|address|آدرس خانه خود را بده.|ādras-i khāna-i khud rā bida.|Give your home address.|Abstract Concepts|
623|نشانی|nishānī|noun|neutral|sign/address mark|نشانی خانه شما چیست؟|nishānī-i khāna-i shumā chīst?|What is the sign of your house?|Abstract Concepts|
624|راه|rāh|noun|neutral|way/path|این راه بسته است.|īn rāh basta ast.|This way is closed.|Travel & Transportation|
625|مسیر|masīr|noun|neutral|route|مسیر پرواز تغییر کرد.|masīr-i parwāz taghyīr kard.|The flight route changed.|Abstract Concepts|
626|سرک عمومی|sarak-i umūmī|noun|neutral|main road|به سرک عمومی برآمدیم.|ba sarak-i umūmī bar-āmadēm.|We came out to the main road.|Travel & Transportation|
627|کوچه فرعی|kōcha-i far'ī|noun|neutral|side street|از کوچه فرعی برو.|az kōcha-i far'ī biraw.|Go through the side street.|Travel & Transportation|
628|بن‌بست|bunbast|noun|neutral|dead end|این کوچه بن‌بست است.|īn kōcha bunbast ast.|This alley is a dead end.|Abstract Concepts|
629|تقاطع|taqātu'|noun|neutral|intersection|در تقاطع توقف کن.|dar taqātu' tawaqquf kun.|Stop at the intersection.|Abstract Concepts|
630|قطار|qatār|noun|neutral|row/queue|در قطار ایستاد شوید.|dar qatār ēstād shawēd.|Stand in the queue.|Abstract Concepts|
631|فاصله|fāsila|noun|neutral|distance|فاصله کابل تا جلال آباد چقدر است؟|fāsila-i kābul tā jalāl-ābād chīqadar ast?|What is the distance from Kabul to Jalalabad?|Abstract Concepts|
632|کیلومتر|kīlōmitr|noun|neutral|kilometer|چند کیلومتر راه مانده است؟|chand kīlōmitr rāh mānda ast?|How many kilometers are left?|Abstract Concepts|
633|جمپر|jampar|noun|spoken|jacket|او در زمستان جمپر می‌پوشد.|ō dar zamistān jampar mēpōshad.|He wears a jacket in winter.|Clothing & Fashion|
634|دریشی|darēshī|noun|neutral|suit|پدرم یک دریشی نو خرید.|padaram yak darēshī-e naw kharīd.|My father bought a new suit.|Abstract Concepts|
635|چادر|chādar|noun|neutral|scarf (head)|زنان افغان معمولاً چادر می‌پوشند.|zanān-e afghān ma'mūlan chādar mēpōshand.|Afghan women usually wear a headscarf.|Body & Anatomy|
636|دستمال گردن|dastmāl-e gardan|noun|neutral|scarf (neck)|دستمال گردن او بسیار مقبول است.|dastmāl-e gardan-e ō bisyār maqbūl ast.|His neck scarf is very beautiful.|Body & Anatomy|
637|دستکش|dastkash|noun|neutral|glove|در برف بازی دستکش بپوش.|dar barf bāzī dastkash bipōsh.|Wear gloves when playing in the snow.|Abstract Concepts|
638|جیب|jēb|noun|neutral|pocket|پیسه در جیب من است.|paysa dar jēb-e man ast.|The money is in my pocket.|Abstract Concepts|
639|زنجیر|zanjīr|noun|neutral|zipper|زنجیر جمپرم خراب شده است.|zanjīr-e jamparam kharāb shuda ast.|My jacket's zipper is broken.|Abstract Concepts|
640|تکمه|tukma|noun|neutral|button|تکمه پیراهن تو افتاده است.|tukma-e pērāhan-e tō uftāda ast.|Your shirt's button has fallen off.|Abstract Concepts|
641|آستین|āstīn|noun|neutral|sleeve|آستین‌های این پیراهن دراز است.|āstīnhā-ye īn pērāhan darāz ast.|The sleeves of this shirt are long.|Abstract Concepts|
642|یخن|yakhan|noun|spoken|collar|یخن پیراهنش پاک است.|yakhan-e pērāhanash pāk ast.|His shirt's collar is clean.|Abstract Concepts|
643|دامن|dāman|noun|neutral|skirt|او دامن سیاه پوشیده بود.|ō dāman-e siyāh pōshīda būd.|She was wearing a black skirt.|Clothing & Fashion|
644|نکتایی|nektāyī|noun|neutral|tie|بستن نکتایی را یاد دارم.|bastan-e nektāyī rā yād dāram.|I know how to tie a tie.|Abstract Concepts|
645|کمربند|kamarband|noun|neutral|belt|این کمربند چرمی است.|īn kamarband-e charmī ast.|This belt is made of leather.|Abstract Concepts|
646|کرتی پشمی|kurtī-e pashmī|noun|neutral|sweater|کرتی پشمی مرا گرم نگاه می‌دارد.|kurtī-e pashmī marā garm nigāh mēdārad.|A wool sweater keeps me warm.|Abstract Concepts|
647|جراب|jurāb|noun|spoken|socks|یک جوره جراب پشمی خریدم.|yak jūra jurāb-e pashmī kharīdam.|I bought a pair of wool socks.|Abstract Concepts|
648|زیرپوشی|zērpōshī|noun|neutral|underwear|کالی‌های زیرپوشی باید پاک باشند.|kālīhā-ye zērpōshī bāyad pāk bāshand.|Underwear must be clean.|Abstract Concepts|
649|یونیفورم|yōnīfōrm|noun|neutral|uniform|شاگردان مکتب یونیفورم می‌پوشند.|shāgirdān-e maktab yōnīfōrm mēpōshand.|School students wear a uniform.|Abstract Concepts|
650|تکه|tuka|noun|spoken|fabric|این تکه برای لباس مناسب است.|īn tuka barāye libās munāsib ast.|This fabric is suitable for a dress.|Abstract Concepts|پارچه
651|پخته|pakhta|noun|spoken|cotton|لباس پخته‌گی در تابستان خنک است.|libās-e pakhtagī dar tābistān khunak ast.|Cotton clothes are cool in the summer.|Materials & Substances|پنبه
652|ابریشم|abrēsham|noun|neutral|silk|این دستمال از ابریشم خالص است.|īn dastmāl az abrēsham-e khālis ast.|This scarf is made of pure silk.|Abstract Concepts|
653|چرم|charm|noun|neutral|leather|بوت‌های چرمی بسیار دوام‌دار هستند.|būthā-ye charmī bisyār dawāmdār hastand.|Leather shoes are very durable.|Materials & Substances|
654|اتو کردن|utū kardan|verb|neutral|to iron|باید پیراهنم را اتو کنم.|bāyad pērāhanam rā utū kunam.|I must iron my shirt.|Materials & Substances|اتو کن
655|رفو کردن|rufū kardan|verb|neutral|to mend|این جراب‌ها را رفو کن.|īn jurābhā rā rufū kun.|Mend these socks.|Actions & Movement|رفو کن
656|تنگ|tang|adjective|neutral|tight|این بوت‌ها برایم تنگ است.|īn būthā barāyam tang ast.|These shoes are tight for me.|Descriptions & Qualities|
657|گشاد|gushād|adjective|neutral|loose|لباس‌های گشاد راحت‌تر هستند.|libāshā-ye gushād rāhat-tar hastand.|Loose clothes are more comfortable.|Descriptions & Qualities|
658|مود|mōd|noun|spoken|fashion|این رنگ حالا مود است.|īn rang hālā mōd ast.|This color is in fashion now.|Clothing & Fashion|مد
659|داغ|dāgh|noun|spoken|stain|روی پیراهنم یک داغ افتاد.|rō-ye pērāhanam yak dāgh uftād.|A stain got on my shirt.|Abstract Concepts|لکه
660|کالی‌شویی|kālīshōyī|noun|spoken|laundry|ماشین کالی‌شویی خراب است.|māshīn-e kālīshōyī kharāb ast.|The washing machine is broken.|Abstract Concepts|لباس‌شویی
661|طوفان|tūfān|noun|neutral|storm|دیشب طوفان شدیدی بود.|dīshab tūfān-e shadīdī būd.|There was a severe storm last night.|Nature & Environment|
662|برق|barq|noun|neutral|lightning|برق آسمان بسیار روشن بود.|barq-e āsmān bisyār rawshan būd.|The lightning was very bright.|Abstract Concepts|
663|رعد|ra'd|noun|neutral|thunder|صدای رعد ترسناک بود.|sadā-ye ra'd tarsnāk būd.|The sound of thunder was scary.|Abstract Concepts|
664|مه|ma|noun|spoken|fog|در مه رانندگی خطرناک است.|dar ma rānandagī khatarnāk ast.|Driving in fog is dangerous.|Weather & Climate|
665|خنک‌زدگی|khunakzadagī|noun|spoken|frostbite|دست‌هایش دچار خنک‌زدگی شده است.|dasthāyash duchār-e khunakzadagī shuda ast.|His hands have suffered frostbite.|Abstract Concepts|سرمازدگی
666|ژاله|zhāla|noun|neutral|hail|ژاله شیشه‌های موتر را شکست.|zhāla shīshahā-ye mōtar rā shikast.|The hail broke the car windows.|Abstract Concepts|تگرگ
667|شمالک|shamālak|noun|spoken|breeze|شمالک خنک می‌وزد.|shamālak-e khunak mēwazad.|A cool breeze is blowing.|Abstract Concepts|نسیم
668|مرطوب|martūb|adjective|neutral|humid|هوای اینجا بسیار مرطوب است.|hawā-ye īnjā bisyār martūb ast.|The weather here is very humid.|Descriptions & Qualities|
669|خشک|khushk|adjective|neutral|dry|در فصل گرما هوا خشک می‌شود.|dar fasl-e garmā hawā khushk mēshawad.|In the hot season, the weather becomes dry.|Descriptions & Qualities|
670|پیش‌بینی|pēshbīnī|noun|neutral|forecast|پیش‌بینی هوا نشان می‌دهد که فردا باران می‌بارد.|pēshbīnī-e hawā nishān mēdihad ki fardā bārān mēbārad.|The weather forecast shows it will rain tomorrow.|Abstract Concepts|
671|درجه حرارت|daraja-e harārat|noun|neutral|temperature|درجه حرارت امروز چند است؟|daraja-e harārat-e imrōz chand ast?|What is the temperature today?|Weather & Climate|
672|درجه|daraja|noun|neutral|degree|هوا ده درجه زیر صفر است.|hawā da daraja zēr-e sifr ast.|The weather is ten degrees below zero.|Weather & Climate|
673|یخ زدن|yakh zadan|verb|neutral|to freeze|آب در پیاله یخ زده است.|āb dar pyāla yakh zada ast.|The water in the cup has frozen.|Weather & Climate|یخ زن
